#celldm3 Efermi Evac WF (eV)
0.5 		 26.8846 		 13.7185 		 -13.1661
1 		 16.2908 		 13.0881 		 -3.2027
2 		 4.1518 		 7.94757 		 3.79577
3 		 1.2591 		 5.48718 		 4.22808
4 		 -0.1668 		 4.11095 		 4.27775
5 		 -0.9600 		 3.29371 		 4.25371
6 		 -1.5148 		 2.76012 		 4.27492
7 		 -1.8994 		 2.36245 		 4.26185
8 		 -2.2209 		 2.06987 		 4.29077
9 		 -2.4777 		 1.84947 		 4.32717
10 		 -2.6235 		 1.66782 		 4.29132
