   0.033333  0.033333 -0.500000   0.008889
   0.033333  0.100000 -0.500000   0.017778
   0.033333  0.166667 -0.500000   0.017778
   0.033333  0.233333 -0.500000   0.017778
   0.033333  0.300000 -0.500000   0.017778
   0.033333  0.366667 -0.500000   0.017778
   0.033333  0.433333 -0.500000   0.017778
   0.033333 -0.500000 -0.500000   0.017778
   0.033333 -0.433333 -0.500000   0.017778
   0.033333 -0.366667 -0.500000   0.017778
   0.033333 -0.300000 -0.500000   0.017778
   0.033333 -0.233333 -0.500000   0.017778
   0.033333 -0.166667 -0.500000   0.017778
   0.033333 -0.100000 -0.500000   0.017778
   0.033333 -0.033333 -0.500000   0.008889
   0.100000  0.100000 -0.500000   0.008889
   0.100000  0.166667 -0.500000   0.017778
   0.100000  0.233333 -0.500000   0.017778
   0.100000  0.300000 -0.500000   0.017778
   0.100000  0.366667 -0.500000   0.017778
   0.100000  0.433333 -0.500000   0.017778
   0.100000 -0.500000 -0.500000   0.017778
   0.100000 -0.433333 -0.500000   0.017778
   0.100000 -0.366667 -0.500000   0.017778
   0.100000 -0.300000 -0.500000   0.017778
   0.100000 -0.233333 -0.500000   0.017778
   0.100000 -0.166667 -0.500000   0.017778
   0.100000 -0.100000 -0.500000   0.008889
   0.166667  0.166667 -0.500000   0.008889
   0.166667  0.233333 -0.500000   0.017778
   0.166667  0.300000 -0.500000   0.017778
   0.166667  0.366667 -0.500000   0.017778
   0.166667  0.433333 -0.500000   0.017778
   0.166667 -0.500000 -0.500000   0.017778
   0.166667 -0.433333 -0.500000   0.017778
   0.166667 -0.366667 -0.500000   0.017778
   0.166667 -0.300000 -0.500000   0.017778
   0.166667 -0.233333 -0.500000   0.017778
   0.166667 -0.166667 -0.500000   0.008889
   0.233333  0.233333 -0.500000   0.008889
   0.233333  0.300000 -0.500000   0.017778
   0.233333  0.366667 -0.500000   0.017778
   0.233333  0.433333 -0.500000   0.017778
   0.233333 -0.500000 -0.500000   0.017778
   0.233333 -0.433333 -0.500000   0.017778
   0.233333 -0.366667 -0.500000   0.017778
   0.233333 -0.300000 -0.500000   0.017778
   0.233333 -0.233333 -0.500000   0.008889
   0.300000  0.300000 -0.500000   0.008889
   0.300000  0.366667 -0.500000   0.017778
   0.300000  0.433333 -0.500000   0.017778
   0.300000 -0.500000 -0.500000   0.017778
   0.300000 -0.433333 -0.500000   0.017778
   0.300000 -0.366667 -0.500000   0.017778
   0.300000 -0.300000 -0.500000   0.008889
   0.366667  0.366667 -0.500000   0.008889
   0.366667  0.433333 -0.500000   0.017778
   0.366667 -0.500000 -0.500000   0.017778
   0.366667 -0.433333 -0.500000   0.017778
   0.366667 -0.366667 -0.500000   0.008889
   0.433333  0.433333 -0.500000   0.008889
   0.433333 -0.500000 -0.500000   0.017778
   0.433333 -0.433333 -0.500000   0.008889
  -0.500000 -0.500000 -0.500000   0.004444
