   0.033333  0.033333  0.033333   0.000593
   0.033333  0.033333  0.100000   0.001778
   0.033333  0.033333  0.166667   0.001778
   0.033333  0.033333  0.233333   0.001778
   0.033333  0.033333  0.300000   0.001778
   0.033333  0.033333  0.366667   0.001778
   0.033333  0.033333  0.433333   0.001778
   0.033333  0.033333 -0.500000   0.001778
   0.033333  0.033333 -0.433333   0.001778
   0.033333  0.033333 -0.366667   0.001778
   0.033333  0.033333 -0.300000   0.001778
   0.033333  0.033333 -0.233333   0.001778
   0.033333  0.033333 -0.166667   0.001778
   0.033333  0.033333 -0.100000   0.001778
   0.033333  0.033333 -0.033333   0.001778
   0.033333  0.100000  0.100000   0.001778
   0.033333  0.100000  0.166667   0.003556
   0.033333  0.100000  0.233333   0.003556
   0.033333  0.100000  0.300000   0.003556
   0.033333  0.100000  0.366667   0.003556
   0.033333  0.100000  0.433333   0.003556
   0.033333  0.100000 -0.500000   0.003556
   0.033333  0.100000 -0.433333   0.003556
   0.033333  0.100000 -0.366667   0.003556
   0.033333  0.100000 -0.300000   0.003556
   0.033333  0.100000 -0.233333   0.003556
   0.033333  0.100000 -0.166667   0.003556
   0.033333  0.100000 -0.100000   0.003556
   0.033333  0.100000 -0.033333   0.003556
   0.033333  0.166667  0.166667   0.001778
   0.033333  0.166667  0.233333   0.003556
   0.033333  0.166667  0.300000   0.003556
   0.033333  0.166667  0.366667   0.003556
   0.033333  0.166667  0.433333   0.003556
   0.033333  0.166667 -0.500000   0.003556
   0.033333  0.166667 -0.433333   0.003556
   0.033333  0.166667 -0.366667   0.003556
   0.033333  0.166667 -0.300000   0.003556
   0.033333  0.166667 -0.233333   0.003556
   0.033333  0.166667 -0.166667   0.003556
   0.033333  0.166667 -0.100000   0.003556
   0.033333  0.166667 -0.033333   0.003556
   0.033333  0.233333  0.233333   0.001778
   0.033333  0.233333  0.300000   0.003556
   0.033333  0.233333  0.366667   0.003556
   0.033333  0.233333  0.433333   0.003556
   0.033333  0.233333 -0.500000   0.003556
   0.033333  0.233333 -0.433333   0.003556
   0.033333  0.233333 -0.366667   0.003556
   0.033333  0.233333 -0.300000   0.003556
   0.033333  0.233333 -0.233333   0.003556
   0.033333  0.233333 -0.166667   0.003556
   0.033333  0.233333 -0.100000   0.003556
   0.033333  0.233333 -0.033333   0.003556
   0.033333  0.300000  0.300000   0.001778
   0.033333  0.300000  0.366667   0.003556
   0.033333  0.300000  0.433333   0.003556
   0.033333  0.300000 -0.500000   0.003556
   0.033333  0.300000 -0.433333   0.003556
   0.033333  0.300000 -0.366667   0.003556
   0.033333  0.300000 -0.300000   0.003556
   0.033333  0.300000 -0.233333   0.003556
   0.033333  0.300000 -0.166667   0.003556
   0.033333  0.300000 -0.100000   0.003556
   0.033333  0.300000 -0.033333   0.003556
   0.033333  0.366667  0.366667   0.001778
   0.033333  0.366667  0.433333   0.003556
   0.033333  0.366667 -0.500000   0.003556
   0.033333  0.366667 -0.433333   0.003556
   0.033333  0.366667 -0.366667   0.003556
   0.033333  0.366667 -0.300000   0.003556
   0.033333  0.366667 -0.233333   0.003556
   0.033333  0.366667 -0.166667   0.003556
   0.033333  0.366667 -0.100000   0.003556
   0.033333  0.366667 -0.033333   0.003556
