#Spin	CO(Ry)		C(Ry)		O(Ry)		BE(eV)
NoSpin	-43.19658092	-10.69218108	-31.33968181	 -15.8468
Spin	-43.19658089	-10.78904277	-31.45451539	 -12.9665
NoSym	-43.19403226	-10.79187523	-31.46211324	 -12.7899
