0.025000	0.000000	
0.075000	0.000000	
0.125000	0.000000	
0.175000	0.000000	
0.225000	0.000000	
0.275000	0.000000	
0.325000	0.000000	
0.375000	0.000000	
0.425000	0.000000	
0.475000	0.000000	
0.525000	0.000000	
0.575000	0.000000	
0.625000	0.000000	
0.675000	0.000000	
0.725000	0.000000	
0.775000	0.000000	
0.825000	0.000000	
0.875000	0.000000	
0.925000	0.000000	
0.975000	0.000000	
1.025000	0.000000	
1.075000	0.000000	
1.125000	0.000000	
1.175000	0.000000	
1.225000	0.000000	
1.275000	0.000000	
1.325000	0.000000	
1.375000	0.000000	
1.425000	0.000000	
1.475000	0.000000	
1.525000	0.000000	
1.575000	0.000000	
1.625000	0.000000	
1.675000	0.000000	
1.725000	0.000000	
1.775000	0.000000	
1.825000	0.000000	
1.875000	0.000000	
1.925000	0.000000	
1.975000	0.000000	
2.025000	0.000000	
2.075000	0.000000	
2.125000	0.000000	
2.175000	0.000000	
2.225000	0.000000	
2.275000	0.000000	
2.325000	0.000000	
2.375000	0.000000	
2.425000	0.000000	
2.475000	0.000000	
2.525000	0.000000	
2.575000	0.000000	
2.625000	0.000000	
2.675000	0.000000	
2.725000	0.000000	
2.775000	0.000000	
2.825000	0.000000	
2.875000	0.000000	
2.925000	0.000000	
2.975000	0.000000	
3.025000	0.000000	
3.075000	0.000000	
3.125000	0.000000	
3.175000	0.000000	
3.225000	0.000000	
3.275000	0.000000	
3.325000	0.000000	
3.375000	0.000000	
3.425000	0.000000	
3.475000	0.000000	
3.525000	0.000000	
3.575000	0.000000	
3.625000	0.000000	
3.675000	0.000000	
3.725000	0.000000	
3.775000	0.000000	
3.825000	0.000000	
3.875000	0.000000	
3.925000	0.000000	
3.975000	0.000000	
4.025000	0.000002	
4.075000	0.000021	
4.125000	0.000179	
4.175000	0.001205	
4.225000	0.006355	
4.275000	0.026356	
4.325000	0.086136	
4.375000	0.222598	
4.425000	0.457180	
4.475000	0.752551	
4.525000	1.007464	
4.575000	1.125458	
4.625000	1.095462	
4.675000	0.992681	
4.725000	0.912404	
4.775000	0.915288	
4.825000	1.003529	
4.875000	1.111364	
4.925000	1.133223	
4.975000	1.004686	
5.025000	0.777142	
5.075000	0.613159	
5.125000	0.706105	
5.175000	1.170707	
5.225000	1.932516	
5.275000	2.688456	
5.325000	3.061848	
5.375000	2.903238	
5.425000	2.432156	
5.475000	2.027489	
5.525000	1.895160	
5.575000	1.969209	
5.625000	2.073864	
5.675000	2.093571	
5.725000	1.995443	
5.775000	1.784653	
5.825000	1.508033	
5.875000	1.270929	
5.925000	1.175820	
5.975000	1.225070	
6.025000	1.316337	
6.075000	1.340330	
6.125000	1.262237	
6.175000	1.116083	
6.225000	0.951357	
6.275000	0.795138	
6.325000	0.657568	
6.375000	0.560691	
6.425000	0.536561	
6.475000	0.581097	
6.525000	0.630892	
6.575000	0.616535	
6.625000	0.538495	
6.675000	0.471553	
6.725000	0.493163	
6.775000	0.616595	
6.825000	0.785016	
6.875000	0.912458	
6.925000	0.932397	
6.975000	0.828070	
7.025000	0.634572	
7.075000	0.415794	
7.125000	0.230653	
7.175000	0.108771	
7.225000	0.049991	
7.275000	0.043494	
7.325000	0.085730	
7.375000	0.178348	
7.425000	0.306624	
7.475000	0.423652	
7.525000	0.469934	
7.575000	0.420302	
7.625000	0.308388	
7.675000	0.198958	
7.725000	0.139498	
7.775000	0.138280	
7.825000	0.175543	
7.875000	0.224053	
7.925000	0.263109	
7.975000	0.284416	
8.025000	0.289202	
8.075000	0.279333	
